Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Radiation (cps)
1682719616.138525,0,0,4.0,25.8
1682719622.4479542,0,0,4.0,32.4
1682719628.8254883,0,0,4.0,26.2
1682719635.044227,0,0,4.0,30.2
1682719641.3017156,0,0,4.0,27.6
1682719647.5740664,0,0,4.0,26.6
1682719653.9340374,0,0,4.0,26.0
1682719660.4045932,0,0,4.0,23.6
1682719667.0559375,0,0,4.0,28.8
1682719673.5272288,0,0,4.0,28.8
1682719679.8190463,0,0,4.0,24.0
1682719686.2297304,0,0,3.0,26.0
1682719692.5171137,0,0,3.5,25.6
1682719699.0119998,0,0,4.0,26.0
1682719705.497093,0,0,4.0,29.4
1682719711.9724905,0,0,3.5,25.0
1682719718.3283713,0,0,3.0,26.6
1682719724.777199,0,0,3.0,28.2
1682719731.23968,0,0,3.0,24.6
1682719737.8816605,0,0,3.0,26.8
1682719744.3379958,0,0,3.0,31.6
1682719750.7548199,0,0,4.0,25.6
1682719757.1680193,0,0,3.0,28.8
1682719763.6145947,0,0,3.5,26.4
