Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Radiation (cps)
1682116416.526766,37.86611,-122.243255,6.0,45.0
1682116422.415532,37.866128,-122.243259,6.0,33.6
1682116428.2210212,37.86614,-122.243255,5.5,37.0
1682116434.001959,37.866154,-122.243245,5.0,36.2
1682116439.8458722,37.866185,-122.243241,6.0,35.2
1682116445.779425,37.866193,-122.243258,6.0,39.6
1682116451.6032257,37.866203,-122.243276,7.0,42.0
1682116457.4732668,37.866215,-122.24329,7.0,39.0
1682116463.2541087,37.866221,-122.243293,7.0,32.4
1682116469.1140053,37.866223,-122.24329,7.0,32.6
1682116474.9896317,37.866238,-122.243286,6.0,41.2
1682116480.93015,37.86624,-122.243294,7.0,35.4
1682116486.834086,37.86624,-122.243296,9.0,45.2
1682116492.7340288,37.866238,-122.243303,8.5,39.8
1682116498.6306102,37.866244,-122.243306,7.5,35.4
1682116504.6457717,37.866256,-122.24329,8.0,33.8
1682116510.7280014,37.866263,-122.243275,7.0,36.8
1682116516.6236033,37.866263,-122.243271,7.0,36.2
1682116522.5100327,37.866265,-122.243283,7.0,33.4
1682116528.4160178,37.866261,-122.243305,7.5,34.0
1682116534.3344557,37.866256,-122.243318,8.0,36.0
1682116540.3087723,37.866241,-122.243298,7.5,43.6
1682116546.446167,37.866228,-122.243275,7.0,34.8
1682116552.3532453,37.866218,-122.243256,7.0,33.4
1682116558.2818654,37.866203,-122.243248,7.0,33.0
1682116564.3038602,37.866191,-122.243251,6.5,37.8
1682116570.3253024,37.86618,-122.243268,6.0,38.8
1682116576.3437479,37.866176,-122.24327,6.0,36.8
1682116582.4182892,37.866178,-122.24327,6.0,35.2
1682116588.6135473,37.86618,-122.243273,3.5,40.0
1682116594.634235,37.866186,-122.243275,4.0,36.8
1682116600.68123,37.866193,-122.243278,5.0,36.2
1682116606.6761777,37.866196,-122.243286,5.0,38.4
1682116612.6851726,37.866201,-122.243294,4.0,36.4
1682116618.7031016,37.866208,-122.2433,4.0,41.6
1682116624.7586422,37.866233,-122.243291,5.5,38.4
1682116630.8017201,37.866236,-122.243336,6.0,35.4
1682116636.873627,37.866244,-122.243335,7.0,35.0
1682116643.0991948,37.86625,-122.243331,7.0,35.6
1682116649.354362,37.866251,-122.243323,7.5,34.4
1682116655.648385,37.86625,-122.243291,7.0,37.0
1682116661.7509413,37.866279,-122.243276,7.5,40.8
1682116667.7893896,37.866301,-122.243283,8.0,38.4
1682116673.8768275,37.866311,-122.243285,8.0,37.0
1682116679.96171,37.866321,-122.243288,8.0,41.2
1682116686.1217284,37.866343,-122.24329,7.5,33.2
1682116692.2503307,37.866353,-122.243286,8.0,36.4
1682116698.3718207,37.866361,-122.243285,7.0,38.0
1682116704.4814787,37.866366,-122.243283,7.0,41.4
1682116710.7369199,37.866355,-122.243278,7.0,38.6
1682116716.9990919,37.866208,-122.243345,7.0,47.4
1682116723.177749,37.866138,-122.243355,6.5,43.6
1682116729.3327765,37.866083,-122.243335,6.0,35.4
1682116735.793446,37.866066,-122.243396,7.0,33.6
1682116741.9438417,37.866038,-122.243385,7.0,40.2
1682116748.2942677,37.866013,-122.243335,6.5,33.8
1682116754.4829333,37.866056,-122.243343,6.0,38.4
1682116760.7859368,37.86604,-122.243325,6.0,40.0
1682116767.1588173,37.866043,-122.243326,6.0,39.4
1682116773.3694096,37.866043,-122.243336,6.0,38.4
1682116779.62437,37.866036,-122.243343,5.0,43.6
1682116785.8237374,37.866031,-122.243346,5.0,39.8
1682116792.0809093,37.86603,-122.243335,5.0,45.2
1682116798.4716625,37.866031,-122.243335,6.0,42.4
1682116804.7583244,37.866035,-122.243333,6.0,35.8
1682116811.3068657,37.866054,-122.243395,6.5,40.2
1682116817.6266642,37.86607,-122.243428,7.0,39.2
1682116823.8839242,37.866076,-122.243424,7.5,36.8
1682116830.2286177,37.866083,-122.243413,8.0,35.0
1682116836.5681255,37.866128,-122.243376,8.0,32.4
1682116842.8298032,37.866146,-122.243346,9.0,33.2
1682116849.1763206,37.866133,-122.24331,8.0,38.2
1682116855.5357869,37.866126,-122.243391,8.0,34.2
1682116861.9347367,37.866141,-122.243418,8.0,46.2
1682116868.2041702,37.86614,-122.243411,8.0,41.2
1682116874.5919237,37.86614,-122.243399,7.0,38.8
1682116881.1731262,37.866146,-122.243376,7.0,39.4
1682116887.6148875,37.866151,-122.24337,6.0,42.2
1682116894.0040605,37.866154,-122.243365,6.0,38.0
1682116900.589555,37.866151,-122.243366,6.0,38.8
1682116907.0420065,37.866146,-122.24337,6.0,37.4
1682116913.5147228,37.866141,-122.243373,6.0,42.6
1682116920.0612032,37.866135,-122.243378,6.5,29.2
1682116926.6106675,37.866128,-122.243368,7.0,34.6
1682116932.940115,37.866133,-122.243363,7.0,38.8
1682116939.5161798,37.866131,-122.243353,6.0,37.0
1682116945.9551384,37.866131,-122.243346,6.0,33.8
1682116952.6592336,37.866143,-122.24334,6.0,33.0
1682116959.0941389,37.866153,-122.243333,6.0,38.6
1682116965.4755952,37.86616,-122.243323,6.0,38.6
1682116971.9337494,37.866138,-122.243318,6.0,29.0
1682116978.5281622,37.866138,-122.243318,6.0,31.4
1682116985.0327773,37.866136,-122.243316,6.0,31.0
1682116991.5280216,37.866181,-122.243245,6.0,29.0
1682116998.0931754,37.866191,-122.243266,6.0,36.6
1682117004.5616274,37.866145,-122.243298,7.0,38.2
1682117011.2992415,37.866128,-122.243313,7.0,40.8
1682117017.8653722,37.866125,-122.24332,6.5,42.0
1682117024.3714073,37.8661,-122.243345,6.0,40.2
1682117030.8891258,37.866091,-122.243368,6.0,43.8
1682117037.473305,37.866006,-122.243388,6.0,49.6
1682117043.9136155,37.865988,-122.243365,6.0,47.8
1682117050.5181894,37.865945,-122.243358,6.0,46.8
1682117057.0723035,37.865901,-122.24327,6.0,54.2
1682117063.636475,37.865875,-122.243243,6.0,61.2
1682117070.2138724,37.865848,-122.2432,6.0,54.0
1682117076.9867222,37.865788,-122.243154,7.0,56.4
1682117083.6092641,37.865763,-122.243125,7.0,56.6
1682117090.2487144,37.865708,-122.243055,8.0,59.2
1682117096.8552852,37.86571,-122.242929,8.0,53.2
1682117103.4513514,37.865681,-122.242916,9.0,58.8
1682117110.113994,37.8657,-122.242911,10.0,62.2
1682117116.8103764,37.865766,-122.242941,10.0,50.2
1682117123.5313516,37.86579,-122.242998,10.0,51.0
1682117130.4050822,37.865788,-122.24304,10.0,54.0
1682117137.0542738,37.865803,-122.243165,9.0,50.8
1682117143.691079,37.865818,-122.243211,9.0,48.8
1682117150.2642462,37.865811,-122.243265,9.0,50.4
1682117157.0601263,37.865755,-122.243378,9.0,47.8
1682117163.8520787,37.865745,-122.243424,7.5,41.8
1682117170.5277078,37.865721,-122.243451,7.0,37.0
1682117177.2760935,37.865656,-122.243506,7.0,35.2
