Epoch time,Latitude,Longitude,Air Quality PM 2.5 (ug/m3),Radiation (cps)
1682721450.3265302,0,0,3.0,23.6
1682721457.0209925,0,0,3.0,29.4
1682721463.9241645,0,0,3.0,24.8
1682721470.7591712,0,0,3.0,29.8
1682721477.4908078,0,0,3.0,26.6
1682721484.185339,0,0,3.5,26.4
1682721490.8978186,0,0,4.0,24.0
1682721497.5758595,0,0,4.0,28.4
1682721504.3104658,0,0,4.0,27.0
1682721511.1507905,0,0,3.0,23.8
1682721518.0276499,0,0,4.0,22.4
1682721524.7633781,0,0,2.0,24.8
1682721531.5298665,0,0,4.0,21.4
1682721538.463868,0,0,3.5,26.6
1682721545.3737965,0,0,2.5,26.0
1682721552.155462,0,0,4.0,26.8
1682721558.9439313,0,0,4.0,26.4
1682721565.7455552,0,0,3.0,24.0
1682721572.828522,0,0,3.0,28.8
1682721579.67157,0,0,4.0,27.8
1682721586.4706032,0,0,5.0,25.0
1682721593.2440104,0,0,5.0,27.8
1682721600.1169703,0,0,5.0,26.8
1682721607.1003246,0,0,5.0,26.0
1682721614.005123,0,0,5.0,24.8
1682721620.8149257,0,0,5.0,22.6
1682721628.0297594,0,0,4.0,28.6
1682721635.0164578,0,0,5.0,25.4
1682721641.8753338,0,0,3.0,29.6
1682721648.6827762,0,0,3.0,24.6
1682721655.559709,0,0,2.5,24.2
1682721662.6514132,0,0,2.0,24.4
1682721669.4974797,0,0,2.0,27.2
1682721676.4319315,0,0,2.0,24.8
1682721683.600311,0,0,2.0,26.8
1682721690.7089822,0,0,3.0,23.2
1682721697.6238296,0,0,3.0,25.2
1682721704.6123395,0,0,3.0,25.4
1682721711.6760514,0,0,3.0,26.4
1682721718.6706388,0,0,4.0,24.2
1682721725.6488547,0,0,3.0,28.8
1682721733.0091722,0,0,3.0,23.4
1682721740.2502208,0,0,4.0,26.8
1682721747.1787379,0,0,4.0,26.0
1682721754.2704747,0,0,5.0,21.8
1682721761.2595391,0,0,5.0,28.2
1682721768.2929237,0,0,5.0,23.2
1682721775.3006845,0,0,5.0,26.4
1682721782.4980767,0,0,5.0,24.6
1682721789.6242263,0,0,5.0,31.6
1682721796.8784478,0,0,4.0,23.4
1682721803.9532146,0,0,4.0,26.0
1682721811.060059,0,0,4.0,23.2
1682721818.26067,0,0,4.0,24.2
1682721825.2904222,0,0,3.0,24.2
1682721832.575043,0,0,3.0,26.0
1682721839.6605008,0,0,3.0,28.2
1682721846.8355386,0,0,3.0,25.2
1682721854.0529644,0,0,3.0,26.4
1682721861.1415217,0,0,4.0,22.6
1682721868.4419057,0,0,4.0,25.0
1682721875.5831892,0,0,4.0,25.8
1682721882.8699646,0,0,4.0,29.6
1682721890.0682588,0,0,3.0,24.4
1682721897.3122663,0,0,3.5,25.6
1682721904.4778354,0,0,3.0,27.4
1682721911.72347,0,0,3.0,27.2
1682721919.0095344,0,0,3.0,29.2
1682721926.498867,0,0,3.5,26.4
1682721933.6594856,0,0,3.0,20.0
1682721940.8957098,0,0,4.0,25.2
1682721948.1509311,0,0,4.5,33.6
1682721955.528853,0,0,3.5,23.2
1682721962.6927123,0,0,4.0,28.4
1682721970.1419063,0,0,3.0,27.4
1682721977.3406901,0,0,3.0,27.0
